timestamp,lon,lat
1670850146000000,11.3131695,46.4335321
1670850146100000,11.313166,46.4335239
1670850146200000,11.3131626,46.4335159
1670850146300000,11.3131594,46.4335082
1670850146400000,11.3131564,46.4335008
1670850146500000,11.3131535,46.4334938
1670850146600000,11.3131505,46.4334868
1670850146700000,11.3131478,46.4334802
1670850146800000,11.3131449,46.4334736
1670850146900000,11.313142,46.4334671
1670850147000000,11.3131393,46.4334607
1670850147100000,11.3131366,46.4334543
1670850147200000,11.3131341,46.433448
1670850147300000,11.313132,46.4334418
1670850147400000,11.3131303,46.4334356
1670850147500000,11.3131288,46.4334294
1670850147600000,11.3131278,46.4334232
1670850147700000,11.3131275,46.4334171
1670850147800000,11.3131275,46.433411
1670850147900000,11.3131282,46.4334049
1670850148000000,11.3131292,46.433399
1670850148100000,11.3131307,46.4333928
1670850148200000,11.3131324,46.4333868
1670850148300000,11.3131351,46.4333809
1670850148400000,11.3131382,46.4333751
1670850148500000,11.3131418,46.4333694
1670850148600000,11.3131458,46.4333637
1670850148700000,11.3131504,46.4333584
1670850148800000,11.3131556,46.4333534
1670850148900000,11.3131616,46.4333485
1670850149000000,11.3131678,46.433344
1670850149100000,11.3131747,46.4333401
1670850149200000,11.3131818,46.4333363
1670850149300000,11.3131893,46.4333326
1670850149400000,11.3131971,46.4333293
1670850149500000,11.3132053,46.4333268
1670850149600000,11.3132135,46.4333245
1670850149700000,11.313222,46.4333224
1670850149800000,11.3132308,46.4333211
1670850149900000,11.3132397,46.4333201
1670850150000000,11.3132486,46.4333194
1670850150100000,11.3132573,46.4333194
1670850150200000,11.3132661,46.43332
1670850150300000,11.3132748,46.4333209
1670850150400000,11.3132833,46.4333223
1670850150500000,11.3132914,46.4333244
1670850150600000,11.3132993,46.4333266
1670850150700000,11.3133069,46.433329
1670850150800000,11.3133143,46.433332
1670850150900000,11.313321,46.4333353
1670850151000000,11.3133278,46.4333393
1670850151100000,11.3133344,46.4333439
1670850151200000,11.3133402,46.433349
1670850151300000,11.3133453,46.4333542
1670850151400000,11.3133501,46.4333595
1670850151500000,11.3133549,46.4333658
1670850151600000,11.3133592,46.4333726
1670850151700000,11.3133615,46.4333792
1670850151800000,11.3133639,46.4333857
1670850151900000,11.3133652,46.4333922
1670850152000000,11.3133664,46.433399
1670850152100000,11.3133652,46.4334053
1670850152200000,11.3133634,46.433412
1670850152300000,11.3133614,46.4334188
1670850152400000,11.3133585,46.4334255
1670850152500000,11.3133549,46.433432
1670850152600000,11.3133511,46.433438
1670850152700000,11.3133469,46.4334442
1670850152800000,11.3133426,46.4334501
1670850152900000,11.3133383,46.4334558
1670850153000000,11.3133344,46.4334618
1670850153100000,11.3133307,46.4334678
1670850153200000,11.3133274,46.4334737
1670850153300000,11.3133245,46.4334797
1670850153400000,11.313322,46.4334857
1670850153500000,11.3133198,46.4334916
1670850153600000,11.3133181,46.4334974
1670850153700000,11.3133168,46.4335033
1670850153800000,11.3133156,46.4335091
1670850153900000,11.3133153,46.4335149
1670850154000000,11.3133155,46.4335207
1670850154100000,11.3133159,46.4335264
1670850154200000,11.3133164,46.4335319
1670850154300000,11.3133177,46.4335373
1670850154400000,11.3133188,46.4335427
1670850154500000,11.3133205,46.433548
1670850154600000,11.3133228,46.4335531
1670850154700000,11.3133247,46.4335589
1670850154800000,11.3133265,46.4335643
1670850154900000,11.3133282,46.43357
1670850155000000,11.3133297,46.4335755
1670850155100000,11.3133312,46.4335812
1670850155200000,11.3133318,46.4335868
1670850155300000,11.3133327,46.4335924
1670850155400000,11.3133336,46.433598
1670850155500000,11.3133346,46.4336035
1670850155600000,11.3133357,46.4336089
1670850155700000,11.3133378,46.4336145
1670850155800000,11.3133404,46.4336198
1670850155900000,11.3133434,46.4336247
1670850156000000,11.3133471,46.4336296
1670850156100000,11.3133517,46.4336343
1670850156200000,11.313356,46.4336388
1670850156300000,11.3133608,46.433643
1670850156400000,11.3133663,46.4336471
1670850156500000,11.3133712,46.4336513
1670850156600000,11.3133755,46.4336558
1670850156700000,11.31338,46.4336604
1670850156800000,11.3133844,46.4336654
1670850156900000,11.3133883,46.4336708
1670850157000000,11.3133924,46.4336765
1670850157100000,11.3133958,46.4336826
1670850157200000,11.3133973,46.4336856
1670850157300000,11.3134009,46.4336955
1670850157400000,11.3134034,46.4337024
1670850157500000,11.3134054,46.4337094
1670850157600000,11.3134072,46.4337165
1670850157700000,11.3134087,46.4337238
1670850157800000,11.3134099,46.4337314
1670850157900000,11.3134105,46.433739
1670850158000000,11.3134117,46.4337469
1670850158100000,11.3134123,46.4337548
