timestamp,lon,lat
1664188209400000,11.3132731,46.4334271
1664188209500000,11.3132731,46.4334271
1664188209600000,11.3132731,46.4334271
1664188209700000,11.313273,46.4334271
1664188209800000,11.313273,46.4334271
1664188209900000,11.313273,46.4334271
1664188210000000,11.313273,46.4334271
1664188210100000,11.3132729,46.4334271
1664188210200000,11.3132729,46.4334271
1664188210300000,11.3132729,46.4334271
1664188210400000,11.3132729,46.4334271
1664188210500000,11.3132729,46.4334271
1664188210600000,11.3132729,46.4334271
1664188210700000,11.3132728,46.4334271
1664188210800000,11.3132728,46.4334271
1664188210900000,11.3132728,46.4334271
1664188211000000,11.3132728,46.4334271
1664188211100000,11.3132728,46.4334272
1664188211200000,11.3132728,46.4334272
1664188211300000,11.3132727,46.4334272
1664188211400000,11.3132727,46.4334272
1664188211500000,11.3132727,46.4334272
1664188211600000,11.3132727,46.4334272
1664188211700000,11.3132727,46.4334272
1664188211800000,11.3132727,46.4334272
1664188211900000,11.3132727,46.4334272
1664188212000000,11.3132726,46.4334272
1664188212100000,11.3132726,46.4334272
1664188212200000,11.3132726,46.4334272
1664188212300000,11.3132726,46.4334272
1664188212400000,11.3132725,46.4334272
1664188212500000,11.3132725,46.4334272
1664188212600000,11.3132725,46.4334272
1664188212700000,11.3132725,46.4334272
1664188212800000,11.3132725,46.4334272
1664188212900000,11.3132725,46.4334272
1664188213000000,11.3132725,46.4334272
1664188213100000,11.3132725,46.4334272
1664188213200000,11.3132725,46.4334272
1664188213300000,11.3132725,46.4334272
1664188213400000,11.3132724,46.4334272
1664188213500000,11.3132724,46.4334272
1664188213600000,11.3132724,46.4334272
1664188213700000,11.3132724,46.4334272
1664188213800000,11.3132724,46.4334272
1664188213900000,11.3132723,46.4334272
1664188214000000,11.3132723,46.4334272
1664188214100000,11.3132723,46.4334272
1664188214200000,11.3132723,46.4334272
1664188214300000,11.3132723,46.4334272
1664188214400000,11.3132723,46.4334272
1664188214500000,11.3132723,46.4334272
1664188214600000,11.3132722,46.4334272
1664188214700000,11.3132722,46.4334272
1664188214800000,11.3132722,46.4334272
1664188214900000,11.3132722,46.4334272
1664188215000000,11.3132721,46.4334272
1664188215100000,11.3132721,46.4334272
1664188215200000,11.3132721,46.4334272
1664188215300000,11.313272,46.4334272
1664188215400000,11.313272,46.4334273
1664188215500000,11.313272,46.4334273
1664188215600000,11.313272,46.4334273
1664188215700000,11.313272,46.4334273
1664188215800000,11.313272,46.4334273
1664188215900000,11.313272,46.4334273
1664188216000000,11.313272,46.4334273
1664188216100000,11.3132719,46.4334273
1664188216200000,11.3132719,46.4334273
1664188216300000,11.3132719,46.4334273
1664188216400000,11.3132719,46.4334273
1664188216500000,11.3132719,46.4334273
1664188216600000,11.3132719,46.4334273
1664188216700000,11.3132718,46.4334273
1664188216800000,11.3132718,46.4334273
1664188216900000,11.3132718,46.4334273
1664188217000000,11.3132718,46.4334273
1664188217100000,11.3132718,46.4334273
1664188217200000,11.3132718,46.4334273
1664188217300000,11.3132718,46.4334273
1664188217400000,11.3132718,46.4334273
1664188217500000,11.3132718,46.4334273
1664188217600000,11.3132717,46.4334273
1664188217700000,11.3132717,46.4334273
1664188217800000,11.3132717,46.4334273
1664188217900000,11.3132717,46.4334273
1664188218000000,11.3132717,46.4334273
1664188218100000,11.3132717,46.4334273
1664188218200000,11.3132717,46.4334273
1664188218300000,11.3132717,46.4334273
1664188218400000,11.3132717,46.4334273
1664188218500000,11.3132717,46.4334273
1664188218600000,11.3132717,46.4334273
1664188218700000,11.3132717,46.4334273
1664188218800000,11.3132717,46.4334273
1664188218900000,11.3132717,46.4334273
1664188219000000,11.3132717,46.4334273
1664188219100000,11.3132716,46.4334274
1664188219200000,11.3132716,46.4334274
1664188219300000,11.3132716,46.4334274
1664188219400000,11.3132716,46.4334274
1664188219500000,11.3132716,46.4334274
1664188219600000,11.3132715,46.4334274
1664188219700000,11.3132715,46.4334274
1664188219800000,11.3132715,46.4334274
1664188219900000,11.3132715,46.4334274
1664188220000000,11.3132715,46.4334274
1664188220100000,11.3132715,46.4334274
1664188220200000,11.3132715,46.4334274
1664188220300000,11.3132715,46.4334274
1664188220400000,11.3132715,46.4334275
1664188220500000,11.3132715,46.4334275
1664188220600000,11.3132715,46.4334275
1664188220700000,11.3132715,46.4334274
1664188220800000,11.3132715,46.4334274
1664188220900000,11.3132715,46.4334274
1664188221000000,11.3132715,46.4334274
1664188221100000,11.3132715,46.4334274
