timestamp,lon,lat
1670850146000000,11.3131695,46.4335321
1670850146010000,11.3131695,46.4335321
1670850146020000,11.3131695,46.4335321
1670850146030000,11.3131695,46.4335321
1670850146040000,11.3131678,46.433528
1670850146050000,11.3131678,46.433528
1670850146060000,11.3131678,46.433528
1670850146070000,11.3131678,46.433528
1670850146080000,11.3131678,46.433528
1670850146090000,11.313166,46.4335239
1670850146100000,11.313166,46.4335239
1670850146110000,11.313166,46.4335239
1670850146120000,11.313166,46.4335239
1670850146130000,11.313166,46.4335239
1670850146140000,11.3131642,46.4335198
1670850146150000,11.3131642,46.4335198
1670850146160000,11.3131642,46.4335198
1670850146170000,11.3131642,46.4335198
1670850146180000,11.3131642,46.4335198
1670850146190000,11.3131626,46.4335159
1670850146200000,11.3131626,46.4335159
1670850146210000,11.3131626,46.4335159
1670850146220000,11.3131626,46.4335159
1670850146230000,11.3131626,46.4335159
1670850146240000,11.3131611,46.4335121
1670850146250000,11.3131611,46.4335121
1670850146260000,11.3131611,46.4335121
1670850146270000,11.3131611,46.4335121
1670850146280000,11.3131611,46.4335121
1670850146290000,11.3131594,46.4335082
1670850146300000,11.3131594,46.4335082
1670850146310000,11.3131594,46.4335082
1670850146320000,11.3131594,46.4335082
1670850146330000,11.3131594,46.4335082
1670850146340000,11.3131578,46.4335045
1670850146350000,11.3131578,46.4335045
1670850146360000,11.3131578,46.4335045
1670850146370000,11.3131578,46.4335045
1670850146380000,11.3131578,46.4335045
1670850146390000,11.3131564,46.4335008
1670850146400000,11.3131564,46.4335008
1670850146410000,11.3131564,46.4335008
1670850146420000,11.3131564,46.4335008
1670850146430000,11.3131564,46.4335008
1670850146440000,11.3131549,46.4334972
1670850146450000,11.3131549,46.4334972
1670850146460000,11.3131549,46.4334972
1670850146470000,11.3131549,46.4334972
1670850146480000,11.3131535,46.4334938
1670850146490000,11.3131535,46.4334938
1670850146500000,11.3131535,46.4334938
1670850146510000,11.3131535,46.4334938
1670850146520000,11.3131535,46.4334938
1670850146530000,11.3131535,46.4334938
1670850146540000,11.3131535,46.4334938
1670850146550000,11.3131535,46.4334938
1670850146560000,11.3131535,46.4334938
1670850146570000,11.3131535,46.4334938
1670850146580000,11.3131535,46.4334938
1670850146590000,11.3131505,46.4334868
1670850146600000,11.3131505,46.4334868
1670850146610000,11.3131505,46.4334868
1670850146620000,11.3131505,46.4334868
1670850146630000,11.3131505,46.4334868
1670850146640000,11.3131491,46.4334834
1670850146650000,11.3131491,46.4334834
1670850146660000,11.3131491,46.4334834
1670850146670000,11.3131491,46.4334834
1670850146680000,11.3131491,46.4334834
1670850146690000,11.3131478,46.4334802
1670850146700000,11.3131478,46.4334802
