timestamp,lon,lat
1664188209331000,11.3132731,46.4334271
1664188209332000,11.3132731,46.4334271
1664188209333000,11.3132731,46.4334271
1664188209334000,11.3132731,46.4334271
1664188209335000,11.3132731,46.4334271
1664188209336000,11.3132731,46.4334271
1664188209337000,11.3132731,46.4334271
1664188209338000,11.3132731,46.4334271
1664188209339000,11.3132731,46.4334271
1664188209340000,11.3132731,46.4334271
1664188209341000,11.3132731,46.4334271
1664188209342000,11.3132731,46.4334271
1664188209343000,11.3132731,46.4334271
1664188209344000,11.3132731,46.4334271
1664188209345000,11.3132731,46.4334271
1664188209346000,11.3132731,46.4334271
1664188209347000,11.3132731,46.4334271
1664188209348000,11.3132731,46.4334271
1664188209349000,11.3132731,46.4334271
1664188209350000,11.3132731,46.4334271
1664188209351000,11.3132731,46.4334271
1664188209352000,11.3132731,46.4334271
1664188209353000,11.3132731,46.4334271
1664188209354000,11.3132731,46.4334271
1664188209355000,11.3132731,46.4334271
1664188209356000,11.3132731,46.4334271
1664188209357000,11.3132731,46.4334271
1664188209358000,11.3132731,46.4334271
1664188209359000,11.3132731,46.4334271
1664188209360000,11.3132731,46.4334271
1664188209361000,11.3132731,46.4334271
1664188209362000,11.3132731,46.4334271
1664188209363000,11.3132731,46.4334271
1664188209364000,11.3132731,46.4334271
1664188209365000,11.3132731,46.4334271
1664188209366000,11.3132731,46.4334271
1664188209367000,11.3132731,46.4334271
1664188209368000,11.3132731,46.4334271
1664188209369000,11.3132731,46.4334271
1664188209370000,11.3132731,46.4334271
1664188209371000,11.3132731,46.4334271
1664188209372000,11.3132731,46.4334271
1664188209373000,11.3132731,46.4334271
1664188209374000,11.3132731,46.4334271
1664188209375000,11.3132731,46.4334271
1664188209376000,11.3132731,46.4334271
1664188209377000,11.3132731,46.4334271
1664188209378000,11.3132731,46.4334271
1664188209379000,11.3132731,46.4334271
1664188209380000,11.3132731,46.4334271
1664188209381000,11.3132731,46.4334271
1664188209382000,11.3132731,46.4334271
1664188209383000,11.3132731,46.4334271
1664188209384000,11.3132731,46.4334271
1664188209385000,11.3132731,46.4334271
1664188209386000,11.3132731,46.4334271
1664188209387000,11.3132731,46.4334271
1664188209388000,11.3132731,46.4334271
1664188209389000,11.3132731,46.4334271
1664188209390000,11.3132731,46.4334271
1664188209391000,11.3132731,46.4334271
1664188209392000,11.3132731,46.4334271
1664188209393000,11.3132731,46.4334271
1664188209394000,11.3132731,46.4334271
1664188209395000,11.3132731,46.4334271
1664188209396000,11.3132731,46.4334271
1664188209397000,11.3132731,46.4334271
1664188209398000,11.3132731,46.4334271
1664188209399000,11.3132731,46.4334271
1664188209400000,11.3132731,46.4334271
1664188209401000,11.3132731,46.4334271
1664188209402000,11.3132731,46.4334271
1664188209403000,11.3132731,46.4334271
1664188209404000,11.3132731,46.4334271
1664188209405000,11.3132731,46.4334271
1664188209406000,11.3132731,46.4334271
1664188209407000,11.3132731,46.4334271
1664188209408000,11.3132731,46.4334271
1664188209409000,11.3132731,46.4334271
1664188209410000,11.3132731,46.4334271
1664188209411000,11.3132731,46.4334271
1664188209412000,11.3132731,46.4334271
1664188209413000,11.3132731,46.4334271
1664188209414000,11.3132731,46.4334271
1664188209415000,11.3132731,46.4334271
1664188209416000,11.3132731,46.4334271
1664188209417000,11.3132731,46.4334271
1664188209418000,11.3132731,46.4334271
1664188209419000,11.3132731,46.4334271
1664188209420000,11.3132731,46.4334271
1664188209421000,11.3132731,46.4334271
1664188209422000,11.3132731,46.4334271
1664188209423000,11.3132731,46.4334271
1664188209424000,11.3132731,46.4334271
1664188209425000,11.3132731,46.4334271
1664188209426000,11.3132731,46.4334271
1664188209427000,11.3132731,46.4334271
1664188209428000,11.3132731,46.4334271
1664188209429000,11.3132731,46.4334271
1664188209430000,11.3132731,46.4334271
1664188209431000,11.3132731,46.4334271
1664188209432000,11.3132731,46.4334271
1664188209433000,11.3132731,46.4334271
1664188209434000,11.3132731,46.4334271
1664188209435000,11.3132731,46.4334271
1664188209436000,11.3132731,46.4334271
1664188209437000,11.3132731,46.4334271
1664188209438000,11.3132731,46.4334271
1664188209439000,11.3132731,46.4334271
1664188209440000,11.3132731,46.4334271
1664188209441000,11.3132731,46.4334271
1664188209442000,11.3132731,46.4334271
1664188209443000,11.3132731,46.4334271
1664188209444000,11.3132731,46.4334271
1664188209445000,11.3132731,46.4334271
1664188209446000,11.3132731,46.4334271
1664188209447000,11.3132731,46.4334271
1664188209448000,11.3132731,46.4334271
1664188209449000,11.3132731,46.4334271
1664188209450000,11.3132731,46.4334271
1664188209451000,11.3132731,46.4334271
1664188209452000,11.3132731,46.4334271
1664188209453000,11.3132731,46.4334271
1664188209454000,11.3132731,46.4334271
1664188209455000,11.3132731,46.4334271
1664188209456000,11.3132731,46.4334271
1664188209457000,11.3132731,46.4334271
1664188209458000,11.3132731,46.4334271
1664188209459000,11.3132731,46.4334271
1664188209460000,11.3132731,46.4334271
1664188209461000,11.3132731,46.4334271
