timestamp	utc_time	latitude	longitude	ns_indicator	ew_indicator	ground_speed_knots	date
16046647593652484	121520.00	46.433980500000004	11.313209666666667	N	E	0.139	091120
16046647603655188	121521.00	46.433980500000004	11.313209999999998	N	E	0.020	091120
16046647613657910	121522.00	46.43398066666667	11.313209999999998	N	E	0.105	091120
16046647623648358	121523.00	46.43398066666667	11.313209833333334	N	E	0.182	091120
16046647633642002	121524.00	46.43397983333333	11.313208999999999	N	E	0.339	091120
16046647643655750	121525.00	46.4339605	11.313201166666666	N	E	6.087	091120
16046647653657114	121526.00	46.433916333333336	11.313178999999998	N	E	11.788	091120
16046647663642780	121527.00	46.433847833333324	11.313142999999997	N	E	17.368	091120
16046647673649806	121528.00	46.43375533333332	11.313099499999998	N	E	22.484	091120
16046647683642524	121529.00	46.43363983333334	11.313049666666666	N	E	27.545	091120
16046647693652900	121530.00	46.43351866666667	11.313002833333332	N	E	26.634	091120
16046647703659580	121531.00	46.43341133333333	11.312964499999998	N	E	22.729	091120
16046647713658484	121532.00	46.433316500000004	11.312958	N	E	19.899	091120
16046647723655858	121533.00	46.43324166666666	11.313034333333334	N	E	21.204	091120
16046647733660862	121534.00	46.43322366666666	11.313168	N	E	22.055	091120
16046647743641992	121535.00	46.43328666666666	11.313307999999997	N	E	26.125	091120
16046647753651742	121536.00	46.43340750000001	11.313419166666664	N	E	31.660	091120
16046647763650034	121537.00	46.43356350000001	11.313508833333334	N	E	37.294	091120
16046647773652920	121538.00	46.433740500000006	11.313578833333334	N	E	40.927	091120
16046647783640120	121539.00	46.43393850000001	11.313653166666667	N	E	45.336	091120
16046647793655402	121540.00	46.43413583333333	11.313729166666667	N	E	43.968	091120
16046647803647022	121541.00	46.43431933333333	11.313796500000002	N	E	40.266	091120
16046647813669590	121542.00	46.434467833333336	11.313827999999999	N	E	30.884	091120
16046647823651636	121543.00	46.43458183333334	11.313777833333333	N	E	25.289	091120
16046647833661418	121544.00	46.43464716666667	11.313663166666668	N	E	20.852	091120
16046647843658884	121545.00	46.434647	11.313527833333334	N	E	21.257	091120
16046647853673244	121546.00	46.43457933333334	11.313428666666669	N	E	23.066	091120
16046647863658530	121547.00	46.43447200000001	11.313374999999999	N	E	25.623	091120
16046647873666916	121548.00	46.434358666666675	11.3133375	N	E	24.868	091120
16046647883661132	121549.00	46.434253000000005	11.313307333333332	N	E	22.674	091120
16046647893674478	121550.00	46.43415766666667	11.3132755	N	E	20.618	091120
16046647903655534	121551.00	46.43407066666667	11.313247666666667	N	E	18.761	091120
16046647913663694	121552.00	46.434001333333335	11.313225333333333	N	E	14.061	091120
16046647923661056	121553.00	46.43396250000001	11.313211	N	E	6.571	091120
16046647933654542	121554.00	46.433953833333334	11.313208000000001	N	E	0.183	091120
